"JURIS_NAME","YEAR","TotalApprovedUnits","VeryLowUnits","LowUnits","ModUnits","AboveModUnits","SB35Count","DensityBonusCount","TotalAffordableUnits","IncomeTotal","LowIncomeShare","PriorApprovedUnits"
"AGOURA HILLS",2020,4,0,0,0,321,0,0,0,321,0,9
"AGOURA HILLS",2021,13,2,5,1,8,0,0,8,16,0.5,4
"AGOURA HILLS",2022,15,11,3,3,76,0,1,17,93,0.182795698924731,13
"AGOURA HILLS",2023,28,19,9,4,112,0,2,32,144,0.222222222222222,15
"AGOURA HILLS",2024,320,70,38,6,564,0,4,114,678,0.168141592920354,28
"ALAMEDA",2019,738,31,24,42,641,0,0,97,738,0.131436314363144,161
"ALAMEDA",2020,665,90,203,0,79,0,0,293,372,0.78763440860215,738
"ALAMEDA",2021,0,0,0,0,96,0,0,0,96,0,665
"ALAMEDA",2022,431,78,22,20,311,0,2,120,431,0.278422273781903,0
"ALAMEDA",2023,161,0,50,0,111,0,8,50,161,0.31055900621118,431
"ALAMEDA",2024,80,20,20,20,20,0,0,60,80,0.75,161
"ALBANY",2019,100,37,24,29,10,0,0,90,100,0.9,30
"ALBANY",2020,34,1,1,19,13,0,0,21,34,0.61764705882353,100
"ALBANY",2021,534,25,0,25,488,0,2,50,538,0.0929368029739777,34
"ALBANY",2022,34,32,31,48,11,0,2,111,122,0.90983606557377,534
"ALBANY",2023,19,7,6,6,5,0,0,19,24,0.791666666666667,34
"ALBANY",2024,18,6,6,6,1,0,0,18,19,0.947368421052632,19
"ALHAMBRA",2019,97,0,0,0,97,0,0,0,97,0,60
"ALHAMBRA",2020,0,0,2,0,35,0,0,2,37,0.0540540540540541,97
"ALHAMBRA",2021,105,24,26,0,73,0,3,50,123,0.40650406504065,0
"ALHAMBRA",2022,110,33,10,1,254,0,0,44,298,0.147651006711409,105
"ALHAMBRA",2023,4,0,2,0,178,0,1,2,180,0.0111111111111111,110
"ALHAMBRA",2024,73,12,10,9,332,0,3,31,363,0.0853994490358127,4
"ALISO VIEJO",2024,0,10,8,26,0,0,3,44,44,1,0
"ALTURAS",2020,3,0,1,1,1,0,0,2,3,0.666666666666667,1
"ALTURAS",2021,1,0,1,0,0,0,0,1,1,1,3
"AMERICAN CANYON",2019,4,0,4,0,0,0,0,4,4,1,1260
"AMERICAN CANYON",2020,4,1,3,291,0,0,0,295,295,1,4
"AMERICAN CANYON",2021,362,27,42,1,292,0,1,70,362,0.193370165745856,4
"AMERICAN CANYON",2022,6,75,31,450,216,0,1,556,772,0.72020725388601,362
"AMERICAN CANYON",2023,5,7,5,8,85,0,1,20,105,0.19047619047619,6
"AMERICAN CANYON",2024,167,1,3,2,161,0,0,6,167,0.0359281437125748,5
"ANAHEIM",2019,843,135,35,30,643,0,0,200,843,0.237247924080664,13
"ANAHEIM",2020,5974,259,207,18,5615,0,0,484,6099,0.0793572716838826,843
"ANAHEIM",2021,840,194,60,14,572,0,2,268,840,0.319047619047619,5974
"ANAHEIM",2022,676,42,72,75,487,0,2,189,676,0.279585798816568,840
"ANAHEIM",2023,826,62,43,81,640,0,2,186,826,0.225181598062954,676
"ANAHEIM",2024,432,158,119,101,570,0,0,378,948,0.39873417721519,826
"ANDERSON",2019,25,0,0,0,26,0,0,0,26,0,29
"ANDERSON",2020,0,0,0,0,3,0,0,0,3,0,25
"ANDERSON",2021,8,0,0,0,8,0,0,0,8,0,0
"ANDERSON",2022,37,0,0,0,37,0,0,0,37,0,8
"ANDERSON",2023,21,0,0,0,21,0,0,0,21,0,37
"ANDERSON",2024,0,0,0,0,14,0,0,0,14,0,21
"ANGELS CAMP",2020,107,52,65,20,0,0,0,137,137,1,0
"ANGELS CAMP",2021,107,52,65,20,0,0,0,137,137,1,107
"ANTIOCH",2019,0,0,0,0,434,0,0,0,434,0,2
"ANTIOCH",2020,0,0,0,0,467,0,0,0,467,0,0
"ANTIOCH",2021,0,0,0,0,440,0,0,0,440,0,0
"ANTIOCH",2022,0,4,0,0,70,0,1,4,74,0.0540540540540541,0
"ANTIOCH",2023,0,0,0,0,1361,0,0,0,1361,0,0
"ANTIOCH",2024,0,0,13,0,259,0,0,13,272,0.0477941176470588,0
"APPLE VALLEY",2021,17,0,0,17,0,0,0,17,17,1,6
"APPLE VALLEY",2022,18,0,0,47,0,0,0,47,47,1,17
"APPLE VALLEY",2023,0,0,0,221,0,0,0,221,221,1,18
"APPLE VALLEY",2024,0,2,1,62,0,0,1,65,65,1,0
"ARCADIA",2019,31,0,0,0,31,0,0,0,31,0,28
"ARCADIA",2020,40,0,0,0,111,0,0,0,111,0,31
"ARCADIA",2021,76,29,0,0,835,0,1,29,864,0.0335648148148148,40
"ARCADIA",2022,4,9,0,0,349,0,1,9,358,0.0251396648044693,76
"ARCADIA",2023,26,15,0,0,523,0,1,15,538,0.0278810408921933,4
"ARCADIA",2024,95,0,0,4,215,0,1,4,219,0.0182648401826484,26
"ARCATA",2019,24,0,10,5,9,0,0,15,24,0.625,76
"ARCATA",2020,62,46,2,7,7,0,0,55,62,0.887096774193548,24
"ARCATA",2021,54,36,1,3,14,0,1,40,54,0.740740740740741,62
"ARCATA",2022,175,83,62,10,20,0,0,155,175,0.885714285714286,54
"ARCATA",2023,159,0,8,109,42,0,0,117,159,0.735849056603774,175
"ARCATA",2024,22,0,7,5,10,0,0,12,22,0.545454545454545,159
"ARROYO GRANDE",2019,0,0,0,0,5,0,0,0,5,0,16
"ARROYO GRANDE",2020,1,0,0,0,22,0,0,0,22,0,0
"ARROYO GRANDE",2021,92,0,63,0,29,0,1,63,92,0.684782608695652,1
"ARROYO GRANDE",2022,18,0,0,5,13,0,0,5,18,0.277777777777778,92
"ARROYO GRANDE",2023,26,0,5,7,14,0,0,12,26,0.461538461538462,18
"ARROYO GRANDE",2024,0,0,9,7,19,0,0,16,35,0.457142857142857,26
"ARTESIA",2019,26,0,0,0,26,0,0,0,26,0,8
"ARTESIA",2020,19,0,0,0,19,0,0,0,19,0,26
"ARTESIA",2021,0,0,0,0,16,0,0,0,16,0,19
"ARTESIA",2022,25,0,0,0,25,0,0,0,25,0,0
"ARTESIA",2024,0,0,0,13,0,0,0,13,13,1,25
"ARVIN",2019,68,0,0,68,0,0,0,68,68,1,95
"ATASCADERO",2019,0,30,10,0,17,0,0,40,57,0.701754385964912,0
"ATASCADERO",2020,0,0,58,9,0,0,0,67,67,1,0
"ATASCADERO",2021,210,3,137,70,0,0,4,210,210,1,0
"ATASCADERO",2022,16,0,9,18,48,0,2,27,75,0.36,210
"ATASCADERO",2023,93,2,75,83,8,0,2,160,168,0.952380952380952,16
"ATASCADERO",2024,52,3,1,103,6,0,2,107,113,0.946902654867257,93
"ATHERTON",2023,81,22,7,2,60,0,0,31,91,0.340659340659341,36
"ATHERTON",2024,85,23,6,6,50,0,0,35,85,0.411764705882353,81
"ATWATER",2019,0,0,0,0,9,0,0,0,9,0,117
"ATWATER",2020,54,0,0,0,54,0,0,0,54,0,0
"ATWATER",2023,25,0,0,0,25,0,0,0,25,0,54
"ATWATER",2024,73,0,0,0,73,0,0,0,73,0,25
"AUBURN",2020,8,0,0,64,0,0,0,64,64,1,0
"AUBURN",2021,8,0,0,64,0,0,0,64,64,1,8
"AUBURN",2022,8,0,0,64,0,0,0,64,64,1,8
"AUBURN",2023,0,0,0,56,0,0,0,56,56,1,8
"AUBURN",2024,0,0,0,56,0,0,0,56,56,1,0
"AVALON",2024,0,0,3,4,29,0,0,7,36,0.194444444444444,0
"AVENAL",2019,17,0,1,16,0,0,0,17,17,1,52
"AVENAL",2022,0,0,23,0,0,0,0,23,23,1,17
"AVENAL",2023,31,0,31,0,0,0,0,31,31,1,0
"AZUSA",2019,29,0,0,0,37,0,0,0,37,0,306
"AZUSA",2020,34,0,0,0,42,0,0,0,42,0,29
"AZUSA",2021,77,0,0,0,88,0,0,0,88,0,34
"AZUSA",2023,0,0,49,0,89,0,1,49,138,0.355072463768116,77
"AZUSA",2024,66,0,0,0,91,0,0,0,91,0,0
"BAKERSFIELD",2019,995,3,13,3,1673,0,0,19,1692,0.0112293144208038,1646
"BAKERSFIELD",2020,1555,54,38,9,1454,0,0,101,1555,0.064951768488746,995
"BAKERSFIELD",2021,27,47,3,3,1194,0,0,53,1247,0.0425020048115477,1555
"BAKERSFIELD",2022,0,170,0,0,1318,0,0,170,1488,0.114247311827957,27
"BAKERSFIELD",2023,1573,127,154,0,1292,0,0,281,1573,0.178639542275906,0
"BAKERSFIELD",2024,0,0,120,0,2458,0,0,120,2578,0.0465477114041893,1573
"BALDWIN PARK",2019,50,0,0,0,50,0,0,0,50,0,44
"BALDWIN PARK",2020,31,0,0,30,1,0,0,30,31,0.967741935483871,50
"BALDWIN PARK",2021,0,54,0,90,24,0,1,144,168,0.857142857142857,31
"BALDWIN PARK",2022,0,0,81,92,6,0,1,173,179,0.966480446927374,0
"BALDWIN PARK",2023,0,0,0,0,76,0,0,0,76,0,0
"BALDWIN PARK",2024,76,0,15,0,89,0,1,15,104,0.144230769230769,0
"BANNING",2019,578,0,96,110,372,0,0,206,578,0.356401384083045,186
"BANNING",2023,181,0,0,0,181,0,0,0,181,0,578
"BARSTOW",2021,5,0,0,5,0,0,0,5,5,1,0
"BARSTOW",2022,6,0,0,6,0,0,0,6,6,1,5
"BARSTOW",2023,0,0,0,0,52,0,0,0,52,0,6
"BARSTOW",2024,0,0,0,0,1,0,0,0,1,0,0
"BEAUMONT",2021,11,0,0,10,2,0,0,10,12,0.833333333333333,3
"BEAUMONT",2022,238,0,0,220,25,0,0,220,245,0.897959183673469,11
"BEAUMONT",2023,58,47,0,0,11,0,1,47,58,0.810344827586207,238
"BEAUMONT",2024,18,0,65,0,19,0,0,65,84,0.773809523809524,58
"BELL",2020,0,0,0,25,5,0,0,25,30,0.833333333333333,0
"BELL",2021,0,0,0,60,0,0,0,60,60,1,0
"BELL",2022,0,0,0,0,25,0,0,0,25,0,0
"BELL",2023,32,0,0,0,32,0,0,0,32,0,0
"BELL",2024,0,0,0,0,57,0,0,0,57,0,32
"BELL GARDENS",2019,24,0,0,0,24,0,0,0,24,0,72
"BELL GARDENS",2020,0,0,0,0,32,0,0,0,32,0,24
"BELL GARDENS",2021,0,0,0,0,80,0,0,0,80,0,0
"BELL GARDENS",2022,13,0,0,0,65,0,0,0,65,0,0
"BELL GARDENS",2023,0,0,0,0,78,0,1,0,78,0,13
"BELL GARDENS",2024,0,0,2,98,82,0,1,100,182,0.54945054945055,0
"BELLFLOWER",2019,22,0,0,0,22,0,0,0,22,0,12
"BELLFLOWER",2020,200,0,0,0,200,0,0,0,200,0,22
"BELLFLOWER",2021,123,0,0,0,123,0,0,0,123,0,200
"BELLFLOWER",2022,30,0,0,0,61,0,0,0,61,0,123
"BELLFLOWER",2023,162,0,0,0,162,0,0,0,162,0,30
"BELLFLOWER",2024,64,0,0,0,134,0,1,0,134,0,162
"BELMONT",2019,339,22,81,3,311,0,0,106,417,0.254196642685851,0
"BELMONT",2020,19,0,0,14,5,0,0,14,19,0.736842105263158,339
"BELMONT",2021,210,0,27,10,173,0,0,37,210,0.176190476190476,19
"BELMONT",2022,6,0,0,2,4,0,0,2,6,0.333333333333333,210
"BELMONT",2023,14,69,19,18,120,0,2,106,226,0.469026548672566,6
